,español,ingles
849, descubrio tres cosas: 1) Las calles no estaban pavimentadas con oro. 2) Las calles ni siquiera estaban pavimentadas. 3) Se suponia que el las pavimentara. Los padres de Levenson asimilaron la realidad cuando llegaron a Estados Unidos. Las buenas noticias son que cuando confrontaron la realidad,He discovered three things: 1) The streets were not paved with gold. 2) The streets were not even paved. 3) He was supposed to pave them. Levenson's parents assimilated reality when they arrived in the United States. The good news is that when they confronted reality
850, no buscaron comprar un boleto de vuelta a su tierra  57  !-Vive tu sueño!  natal. Avanzaron,They did not seek to buy a ticket back to their land 57! -Live your dream! native. They advanced
851, empezaron a trabajar y forjaron una vida para si mismos. Espero que tu hagas lo mismo. No todos lo hacen. El ingenioso escritor Mark Twain opino: Primero obten los hechos,They started working and forged a life for themselves. I hope you do the same. Not all do it. The ingenious writer Mark Twain said: First get the facts
852, y luego distorsionalos como te plazca. Desgraciadamente,and then distort them as you please. Unfortunately
853, los sueños tienden a hacernos precisamente eso a muchos de nosotros. Nuestros deseos pueden ser tan fuertes que distorsionan nuestra imagen de la realidad. Eso es lo que sucede con muchos de los que hacen la prueba para concursar en American Idol. En lugar de cambiar ellos mismos,Dreams tend to do just that to many of us. Our desires can be so strong that they distort our image of reality. That's what happens with many of those who take the test to compete in American Idol. Instead of changing themselves
854, o cambiar sus sueños,or change your dreams
855, esperan que la realidad cambie para ajustarse a ellos. Cuanto menos realista sea tu sueño,They expect reality to change to fit them. The less realistic your dream
856, mas tentado te sentiras a depender de cosas que no puedes controlar para convertirlo en realidad. El truco consiste en equilibrar la osadia de soñar con la realidad de tu situacion. Tienes que extenderte mucho mas alla de lo que crees ser capaz,More tempted you will feel dependent on things that you can not control to make it come true. The trick is to balance the audacity of dreaming with the reality of your situation. You have to expand far beyond what you think you can
857, pero al mismo tiempo basar lo que haces en tus puntos fuertes y en otros factores dentro de tu control. Cuanto mas te preocupen las cosas que no puedes controlar,but at the same time base what you do on your strengths and on other factors within your control. The more you worry about the things you can not control
858, menos haras por mejorar las cosas que si puedes controlar. Y cuando haces eso,you will do less to improve things that you can control. And when you do that
859, empiezas a vivir en la Tierra de la Fantasia.  !-!- Cuanto menos realista sea tu sueño,you start living in the Land of Fantasy. ! -! - The less realistic your dream
860, mas tentado le | sentiras a depender de cosas que no puedes j l|l 1 ! x controlar para convertirlo en realidad. J!-  ECHATE UNA MIRADA  Pata lograr tu sueño no solo hay que trabajar duro,more tempted him | you will feel dependent on things that you can not j l | l 1! x control to turn it into reality. J! - ECHATE A LOOK Pata achieve your dream not only have to work hard
861, sino que tambien hay que asegurarse que se apoye en tus puntos fuertes. Eso significa  58  pregunta de la realidad-.  Estoy dependiendo de factores bajo mi control para lograr mi sueño?  59  !- Vive tu sueño!  Si te han dicho que eres capaz de todo lo que te propongas en tu mente,but you also have to make sure that you rely on your strengths. That means 58 question of reality. Am I depending on factors under my control to achieve my dream? 59! - Live your dream! If you have been told that you are capable of everything you propose in your mind
862, y lo has creido,and you have believed
863, entonces no estas siendo realista de ti mismo. Por otro lado,then you are not being realistic about yourself. On the other hand
864, si te han dicho que nunca llegaras a ser nada,if you have been told never to become anything
865, y lo has creido,and you have believed
866, tampoco estas siendo realista. Necesitas reconocer las areas en las cuales no tienes talento ni habilidad y ver el potencial verdadero en tus areas fuertes. Debes poder ver el cuadro completo,You're not being realistic either. You need to recognize the areas in which you have no talent or ability and see the true potential in your strong areas. You should be able to see the full picture
867, y debes seguir tu sueño apasionadamente por medio de edificar sobre tus puntos fuertes.  Sabes cuales son tus puntos fuertes?  Puedes verte a ti mismo empleandolos para lograr tu sueño? En una de sus muchas giras de conciertos en Estados Unidos,and you must follow your dream passionately by building on your strengths. Do you know what your strengths are? Can you see yourself using them to achieve your dream? On one of his many concert tours in the United States
868, el pianista polaco Ignace Paderewski recibio una visita de una joven ambiciosa que le dijo al famoso musico que ella tambien poseia un enorme talento musical. Luego de mucha insistencia,Polish pianist Ignace Paderewski received a visit from an ambitious young woman who told the famous musician that she also possessed enormous musical talent. After much insistence
869, ella le persua- dio que le permitiera tocar para el. Paderewski tuvo que soportar su ejecucion titubeante y mediocre,she persuaded him to let her play for him. Paderewski had to endure his hesitant and mediocre execution
870, tratando de mantener oculto su aburrimiento. Cuando la joven termino de tocar,trying to keep his boredom hidden. When the young woman finished playing
871, le pregunto:   Y ahora que hago? Paderewski suspiro y dijo:  !-Casate! Ese comentario suena sexista en esta epoca,I ask him: And now what do I do? Paderewski sighed and said: -Caster! That comment sounds sexist in this era
872, pero su punto esta claro. No importaba cuanto practicara esta joven,but his point is clear. No matter how much this young woman practiced
873, nunca iba a ascender al nivel de un pianista de concierto. El habilidoso Pade- rewski lo percibio de inmediato. Cuando el nivel de talento de un individuo no va de acuerdo con su sueño,I was never going to ascend to the level of a concert pianist. The skilled Paderewski perceived it immediately. When the level of talent of an individual does not go according to his dream
874, y este no lo reconoce,and this does not recognize
875, trabajara eternamente y nunca saldra airoso. El primer paso para alinear tu sueño con tu nivel de talento consiste en edificar sobre tus puntos fuertes. Este proceso toma tiempo. Tengo que reconocer que me tomo unos seis años al  6o  que tienes que saber lo que puedes y lo que no puedes hacer. Cuando la profesora de publicidad y relaciones publicas,will work eternally and will never be successful. The first step to align your dream with your level of talent is to build on your strengths. This process takes time. I have to admit that it took me about six years to the 6th that you have to know what you can and what you can not do. When the publicity and public relations professor
876, Catherine B. Ahles,Catherine B. Ahles
877, era vicepresidente de relaciones universitarias en el Macomb Com- munity College,he was vice president of university relations at the Macomb Community College
878, observo: Dedicamos la mayor parte de nuestra segunda decada descubriendo los cientos de cosas que podemos llegar a ser. Pero al madurar en nuestra tercera decada,I observe: We spent most of our second decade discovering the hundreds of things we can become. But as we mature in our third decade
